prediction,reference,f1,em,tokens_used,num_api_calls,error
,American Pie,0.0,0,3279,4,Planner call failed: APITimeoutError: Request timed out.
1979,Mellon Collie and the Infinite Sadness,0.0,0,24044,18,
Newton St Loe,Duchy of Cornwall land,0.0,0,4093,5,
Brandon Camp,Brandon Camp,1.0,1,3757,5,
Brazil,Brazil,1.0,1,982,1,
,Scotland,0.0,0,0,0,Planner call failed: APITimeoutError: Request timed out.
1958,1958,1.0,1,3388,5,
2,II,0.0,0,6542,9,
action-adventure-fantasy,action,0.0,0,3348,5,
Rudolf Nureyev,Rudolf Khametovich Nureyev,0.8,0,5098,5,
A Mother's Gift,A Mother's Gift,1.0,1,4212,5,
Predestination,Predestination,1.0,1,7225,9,
World War II,World War II,1.0,1,3530,5,
"August 5, 1962","August 5, 1962",1.0,1,3536,5,
"At a ranch in Conway, Missouri",Missouri,0.2857142857142857,0,7847,10,
Newton Heath LYR Football Club,the club was founded as Newton Heath LYR,0.6153846153846154,0,6837,9,
,Petrie Dierman Kughn in 1994.,0.0,0,24977,27,Maximum planner steps reached before final answer.
New York Cotton Exchange,New York Cotton Exchange,1.0,1,4081,5,
"Approximately 8,765,000","8,765,000",0.6666666666666666,0,5196,5,
Mary Stanley,Mary Stanley,1.0,1,7158,9,
Dick Van Dyke,Dick Van Dyke,1.0,1,36041,24,
Luc Besson,Luc Besson,1.0,1,3490,5,
St. John's College was an important contributor and co-sponsor of the EnVISIONing Annapolis project.,Important contributors and co-sponsors,0.22222222222222224,0,6988,9,
1975,1975,1.0,1,10396,13,
Andrew Goth,Andrew Goth,1.0,1,3882,5,
,"banjo player and former member of the television variety show ""Hee Haw"" gang having played the role of Ida Lee Nagger, the ironing, nagging wife of Laverne Nagger (Gordie Tapp).",0.0,0,9404,9,Planner call failed: APITimeoutError: Request timed out.
Hyde United F.C.,Hyde United Football Club,0.5714285714285715,0,3454,5,
,"March 3, 2005",0.0,0,47023,39,Planner call failed: APITimeoutError: Request timed out.
,rock,0.0,0,36184,31,Maximum planner steps reached before final answer.
40,40 years,0.6666666666666666,0,4077,5,
Royal Irish Regiment,Royal Irish Regiment,1.0,1,4336,5,
Greta Garbo,Greta Garbo,1.0,1,8782,7,
Arto Tunçboyacıyan,Arto Tunçboyacıyan,1.0,1,9323,9,
Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,1.0,1,4288,5,
Enterprise Rent-A-Car,Enterprise Rent-A-Car,1.0,1,10241,9,
Ethanol,Ethanol,1.0,1,3739,5,
Kansas City Chiefs,2016 Kansas City Chiefs season,0.7499999999999999,0,4607,5,
Burchardia,Burchardia,1.0,1,6932,9,
game shows,game shows,1.0,1,4264,5,
World War II,World War II,1.0,1,3703,5,
,Americans,0.0,0,20866,20,Planner call failed: APITimeoutError: Request timed out.
Sri Lanka,Sri Lanka,1.0,1,3599,5,
"March 1, 2017","March 1, 2017",1.0,1,31761,30,
Pearl Harbor,Pearl Harbor,1.0,1,5194,5,
"Atlanta, Georgia","Atlanta, Georgia",1.0,1,6511,9,
M.I.L.F. $,M.I.L.F. $,1.0,1,10693,10,
(RED),RED,1.0,1,11446,14,
Calvin Coolidge,John Calvin Coolidge Jr.,0.6666666666666666,0,1467,1,
13-18,13-18,1.0,1,3461,5,
,Molière,0.0,0,3500,2,Executor failed: APITimeoutError: Request timed out.
1957,1957,1.0,1,3592,5,
Smriti Irani,Smriti Malhotra,0.5,0,5741,5,
Jessica Alba,Jessica Marie Alba,0.8,0,3521,5,
Ireland,Ireland,1.0,1,4722,5,
33 km,33 km,1.0,1,6629,9,
Board games,game,0.0,0,7159,9,
Kingdom of England,Kingdom of England,1.0,1,1304,1,
John le Carré,David John Moore Cornwell,0.28571428571428575,0,3953,5,
plants,plants,1.0,1,6645,9,
Jason Statham,Jason Statham,1.0,1,7948,10,
Benny Andersson,Benny Andersson,1.0,1,5437,6,
2005,2005,1.0,1,11347,13,
Canada,Canada,1.0,1,3653,5,
Alan Sokal,Alan Sokal,1.0,1,6703,9,
general sejm (Polish: sejm walny),Sejm of the Polish–Lithuanian Commonwealth,0.20000000000000004,0,4180,5,
Na Do-hyang,Na Do-hyang,1.0,1,4223,5,
United States,United States,1.0,1,3655,5,
John Ritter,John Ritter,1.0,1,3645,5,
Oglala Lakota,"American Horse (Oglala Lakota: ""Wašíčuŋ Tȟašúŋke"" in Standard Lakota Orthography) (a/k/a ""American Horse the Elder"") (1830–September 9, 1876) was an Oglala Lakota warrior chief renowned for Spartan courage and honor.",0.125,0,4035,5,
China,People's Republic of China,0.4,0,6010,9,
Wayne State University,"Founded in 1868, WSU consists of 13 schools and colleges offering nearly 350 programs to more than 27,000 graduate and undergraduate students",0.0,0,6764,9,
Film director,film director,1.0,1,6341,9,
Philip Terzian,Philip Henry Terzian,0.8,0,3650,5,
,Saint-Étienne,0.0,0,17483,12,Planner call failed: APITimeoutError: Request timed out.
Christopher Paolini,Christopher Paolini,1.0,1,3625,5,
Professor Emeritus,Professor Emeritus,1.0,1,4602,5,
,'Till) I Kissed You,0.0,0,2000,1,Planner call failed: APITimeoutError: Request timed out.
9 January 2011,9 January 2011,1.0,1,4057,5,
Johnny English Reborn,Johnny English Reborn,1.0,1,5315,6,
Smoothie King Center,Smoothie King Center,1.0,1,6218,5,
2006,"2005, 2007",0.0,0,42401,34,
Between Shades of Gray,Between Shades of Gray,1.0,1,5893,6,
2003,2003,1.0,1,3615,5,
SBS,SBS,1.0,1,10594,13,
Documentary films,film,0.0,0,6222,9,
World War II,World War II,1.0,1,3657,5,
Singer,singer,1.0,1,8248,9,
Rapture,Rapture,1.0,1,12033,8,
Poet,poet,1.0,1,3687,5,
Benjamin John Power,Blanck Mass,0.0,0,6425,9,
Lee Hong-gi,Lee Hong-gi,1.0,1,4486,5,
Hamilton,Hamilton,1.0,1,3607,5,
Julius Caesar,"Shakespeare's play ""Julius Caesar""",0.6666666666666666,0,3493,5,
"Baaghi 2, Loafer, M.S. Dhoni: The Untold Story",Hindi and Telugu films,0.0,0,5616,6,
Cunard Line,British Cunard Line,0.8,0,8463,5,
John Randle,John Anthony Randle,0.8,0,7351,6,
Ron Kovic,"Ronald Lawrence ""Ron"" Kovic",0.6666666666666666,0,3905,5,
Jay,Jay,1.0,1,3662,5,
United States,United States,1.0,1,4053,5,
Netherlands,Netherlands,1.0,1,3830,5,
"May 11, 1894","May 11, 1894",1.0,1,3407,5,
"October 28, 2016","October 28, 2016",1.0,1,3780,5,
"University of California, Berkeley","University of California, Berkeley",1.0,1,3630,5,
"September 23, 1991","September 23, 1991",1.0,1,7907,10,
Gregg Berhalter,Gregg Berhalter,1.0,1,6490,9,
Xinzhou,Xinzhou () is a prefecture-level city,0.33333333333333337,0,7340,9,
North Somercotes,North Somercotes,1.0,1,4676,6,
BNSF Railway,BNSF,0.6666666666666666,0,4821,5,
Scott Speedman is the actor who portrays the fictional character Michael Corvin.,Underworld,0.0,0,3706,5,
Domesday Book,Domesday Book,1.0,1,3946,5,
United Kingdom,UK,0.0,0,3744,5,
more than 149,"more than 150 works, including five symphonies and eight operas.",0.30769230769230765,0,4781,5,
Apple A4,Apple A4,1.0,1,5660,5,
documentary,documentary,1.0,1,6380,9,
No,no,1.0,1,6872,9,
township,cities,0.0,0,5232,5,
NBA,National Basketball Association (NBA),0.4,0,4921,5,
English,English,1.0,1,18704,18,
,Zimbabwe,0.0,0,0,0,Planner call failed: APITimeoutError: Request timed out.
Dark Horse,Dark Horse,1.0,1,10187,10,
documentary,documentary,1.0,1,6691,9,
1843,1843,1.0,1,9396,13,
"The Hague, Netherlands","It is located in The Hague, Netherlands, and was established to support the Permanent Court of Justice",0.3,0,3355,5,
English glam rock band,English glam rock band,1.0,1,10365,13,
If My Friends Could See Me Now,If My Friends Could See Me Now,1.0,1,8076,6,
Stardust Resort and Casino,Stardust Resort and Casino,1.0,1,6560,9,
George Gipp,George Gipp,1.0,1,3952,5,
Clint Eastwood,Clint Eastwood,1.0,1,24496,22,
"April 2, 2011","April 2, 2011",1.0,1,3656,5,
Deep house,Deep house,1.0,1,4944,5,
Plant,plants,0.0,0,6855,9,
Benares gharana,Benares gharānā,0.5,0,3634,5,
Grand Old Party,Grand Old Party,1.0,1,3486,5,
He was named Pakistan's ODI Captain.,He took up the Test captaincy,0.16666666666666666,0,8584,10,
30 June to 22 July 2007,30 June to 22 July 2007,1.0,1,3904,5,
Mallow family,mallow,0.6666666666666666,0,3503,5,
Nevada,Nevada,1.0,1,3647,5,
American Hairless Terrier,American Hairless Terrier,1.0,1,6498,5,
Istanbul,"Istanbul, Turkey",0.6666666666666666,0,6715,9,
The Borrowers,The Borrowers,1.0,1,7415,7,
"Alfred Brendel, Sir John Eliot Gardiner, Sir Neville Marriner, The Academy of St. Martin in the Fields, Mitsuko Uchida, Julian Lloyd Webber, Sir Colin Davis, and André Rieu",Alfred Brendel,0.13333333333333333,0,4069,5,
"Félix du Temple de la Croix was a French naval officer and inventor who is considered a pioneer of early aviation. He is credited with developing some of the first flying machines, achieving the first successful flight of a powered aircraft (a model plane) in 1857, and building the du Temple Monoplane in 1874, for which he is sometimes credited with achieving the first manned powered flight.",aircraft of any sort,0.056338028169014086,0,5156,5,
Vincenzo Natali,Vincenzo Natali,1.0,1,3826,5,
League Two,League Two,1.0,1,3627,5,
Run-DMC,Run-D.M.C.,1.0,1,1461,1,
the Australian 1974 World Cup squad,1974 World Cup squad,0.8,0,8053,7,
Michael Stipe,Michael Stipe,1.0,1,4401,5,
Morten Lauridsen,Morten Lauridsen,1.0,1,8155,9,
Denver Broncos,Denver Broncos,1.0,1,6503,9,
Yes,yes,1.0,1,6360,9,
Shia LaBeouf,Shia LaBeouf,1.0,1,10858,11,
"November 20, 1963","November 20, 1963",1.0,1,3604,5,
R2Bees,R2Bees,1.0,1,3924,5,
Female,Ladies,0.0,0,3761,5,
,New Jersey,0.0,0,1653,2,Executor failed: APITimeoutError: Request timed out.
"January 20, 2016","January 20, 2016",1.0,1,3632,5,
TVB television,TVB television,1.0,1,7085,9,
Devil's Broom fire,the Devil's Broom fire,0.8571428571428571,0,3711,5,
Remington,Remington,1.0,1,5335,6,
Johnson & Johnson,Johnson & Johnson,1.0,1,7532,9,
,Robin Pingeton,0.0,0,11342,8,Executor failed: APITimeoutError: Request timed out.
,Bob Iger,0.0,0,40988,31,Planner call failed: APITimeoutError: Request timed out.
Yes,no,0.0,0,7335,10,
Villa Riachuelo,Villa Riachuelo,1.0,1,8187,10,
Suran,Shin Su-ran,0.6666666666666666,0,6731,9,
Jet,Jet,1.0,1,7564,9,
China,People's Republic of China,0.4,0,5733,9,
ESPN,ESPN,1.0,1,3547,5,
2011,2011,1.0,1,3748,5,
,Lewis's,0.0,0,624,1,Planner call failed: APITimeoutError: Request timed out.
Flinders Street railway station,Flinders Street railway station,1.0,1,3937,5,
Ottis Toole,Ottis Toole,1.0,1,3927,5,
Dog,dog,1.0,1,3674,5,
Experience points,experience point,0.5,0,10147,10,
Mildred J. Hill,Mildred J. Hill,1.0,1,4829,6,
Tennis,tennis,1.0,1,8301,10,
Ravi Udyawar,Ravi Udyawar,1.0,1,26784,18,
Dave Foley,Dave Foley,1.0,1,7132,9,
"traditionalist root sounds with the outspoken, care-free views of outlaw country","traditionalist root sounds (similar to neotraditional country) with the outspoken, care-free views of outlaw country",0.846153846153846,0,6430,9,
Felix Dennis,Felix Dennis,1.0,1,4772,5,
ABC,ABC,1.0,1,3660,5,
"Texas Monthly is an active magazine based in Austin, Texas, focusing on politics, culture, and life in the state, whereas Lucky was a fashion and lifestyle magazine published by Condé Nast that ceased publication in 2015.",first published in 2000,0.09999999999999999,0,6776,9,
dog,dog,1.0,1,7511,9,
1983 Summer Universiade,1983 Summer Universiade,1.0,1,4970,5,
Erik Paulsen,Erik Paulsen,1.0,1,4030,5,
Grace Kelly,Grace Kelly,1.0,1,4127,5,
The Magic Roundabout,The Magic Roundabout,1.0,1,20966,17,
Taki's Magazine,Taki's Magazine,1.0,1,4001,5,
Galadriel,Galadriel,1.0,1,3562,5,
Kurt Weill,Elisabeth Hauptmann,0.0,0,4211,5,
Operation Paperclip,Operation Paperclip,1.0,1,3842,5,
"Philadelphia Phillies, Seattle Mariners, St. Louis Cardinals, Cleveland Indians, San Francisco Giants, and Milwaukee Brewers",Indians,0.125,0,7303,5,
Vicki Leekx,Vicki Leekx,1.0,1,7120,9,
,1967 Atlantic hurricane season,0.0,0,6599,6,Executor failed: APITimeoutError: Request timed out.
Film director,film director,1.0,1,6670,9,
Yes,yes,1.0,1,6457,9,
1995,1995,1.0,1,3659,5,
Toyota Century,Toyota Century,1.0,1,5184,6,
Spain,Spain,1.0,1,6314,9,
,Chinese name,0.0,0,2898,2,Executor failed: APITimeoutError: Request timed out.
"Franklin Square, New York",Garden City South,0.0,0,3497,5,
Margaret Mitchell,A. E. W. Mason,0.0,0,3792,5,
Jean Terrell,Jean Terrell,1.0,1,7044,9,
The Stranger,L’Étranger,0.0,0,4304,5,
Chicago Outfit,Chicago Outfit,1.0,1,3697,5,
Kriss Akabusi,Kriss Akabusi,1.0,1,4716,6,
China,China,1.0,1,6286,9,
Writer,writer,1.0,1,6283,9,
Board games,game,0.0,0,11768,13,
"""Sarabande"" and ""Danse"" by Claude Debussy",Debussy,0.2857142857142857,0,8968,9,
Marvel Comics,Marvel Comics,1.0,1,1032,1,
23 May 1990,23 May 1990,1.0,1,4065,5,
Richard Li,Richard Li,1.0,1,6568,9,
Mark Bickley,Mark Bickley,1.0,1,6838,9,
Iowa State University,Iowa State University,1.0,1,6523,9,
8 January 871,8 January 871,1.0,1,3435,5,
They are both composers who wrote operas.,composer,0.0,0,10578,13,
"To be, or not to be",Hamlet's,0.0,0,5218,6,
Saturday Night Live,Saturday Night Live,1.0,1,12855,14,
Shaquille O'Neal's All-Star Comedy Jam Tour,All-Star Comedy Jam Tour,0.8,0,6090,5,
1898,1898,1.0,1,3984,5,
Defensive coordinator,defensive coordinator,1.0,1,7862,9,
American,American,1.0,1,3622,5,
Hubert H. Humphrey Metrodome,Hubert H. Humphrey Metrodome,1.0,1,3625,5,
Mayor Quimby,Mayor Quimby,1.0,1,5904,6,
The Dressmaker,The Dressmaker,1.0,1,4330,5,
Osho (Bhagwan Shree Rajneesh),Rajneesh,0.4,0,5489,6,
KPMG,KPMG,1.0,1,5400,6,
Comanche,Comanche,1.0,1,1447,1,
Lord Voldemort,Lord Voldemort,1.0,1,3718,5,
The Gold Coast,Gold Coast,0.8,0,4059,5,
Walt Disney Pictures,Walt Disney Animation Studios,0.5714285714285715,0,12398,14,
"Isis is a character in the animated series The Freedom Force, where she gathers the team.",television,0.0,0,4394,5,
United States,United States,1.0,1,951,1,
mountain goat,white goat,0.5,0,4310,5,
1983,1983,1.0,1,8046,9,
Yu-Gi-Oh! Trading Card Game,Yu-Gi-Oh,0.4,0,3949,5,
Bangladesh,Bangladesh,1.0,1,5398,5,
1931,1931,1.0,1,3675,5,
Matt Damon,Caleb Casey McGuire Affleck-Boldt,0.0,0,7322,9,
William Corlett,William Corlett,1.0,1,8259,9,
William H. Macy,was written by William H. Macy,0.6666666666666666,0,6198,9,
"August 30, 2003","August 30, 2003",1.0,1,3586,5,
"Yes, both magazines target women.",yes,0.33333333333333337,0,7625,9,
Russell T Davies,Russell T Davies,1.0,1,3688,5,
,"the distribution of potable water, and to provide emergency storage for fire protection",0.0,0,22396,19,Planner call failed: APITimeoutError: Request timed out.
,motion picture company,0.0,0,2906,4,Planner call failed: APITimeoutError: Request timed out.
Ernst Röhm,Ernst Julius Günther Röhm,0.6666666666666666,0,5247,6,
Elise Stefanik,Republican Elise Stefanik,0.8,0,3525,5,
South Coast,South Coast,1.0,1,3948,5,
2000,2000,1.0,1,4346,5,
Glamour,Glamour,1.0,1,5288,5,
Alden Ehrenreich,Alden Ehrenreich,1.0,1,8410,10,
2007,2007,1.0,1,3529,5,
"January 1, 1972","January 1, 1972",1.0,1,6146,9,
United States,United States,1.0,1,6486,9,
Brasstown Bald,Brasstown Bald,1.0,1,3679,5,
The National Alliance,National Alliance,0.8,0,6475,9,
1994,1994,1.0,1,6034,5,
Mike Leach,Michael Charles Leach,0.4,0,4837,6,
Both breeds are used for hunting.,used for hunting,0.6666666666666666,0,17467,17,
Yes,The 2017 Macanese general election took place on 17 September 2017 according to the provisions of the Basic Law of Macau.,0.0,0,13530,13,
Dieppe Raid,Dieppe Raid,1.0,1,4016,5,
"The film is about two trolls, Poppy and Branch, who go on a quest to save their village from the Bergens, a race of creatures who eat trolls.","two trolls on a quest to save their village from destruction by the Bergens, creatures who eat trolls.",0.6956521739130435,0,8112,9,
"December 9 and 10, 1985","December 9, 1985",0.7499999999999999,0,9369,9,
Tower of London,Tower of London,1.0,1,3830,5,
Adult Swim,Adult Swim,1.0,1,4526,5,
American,American,1.0,1,6180,9,
Tennis player,tennis professional,0.5,0,6620,9,
No,no,1.0,1,44276,35,
Shrii Shrii Ánandamúrti,Shrii Shrii Ánandamúrti,1.0,1,6512,9,
Ben Affleck,Ben Affleck,1.0,1,5519,5,
Film director,film director,1.0,1,6319,9,
Russell Crowe,Russell Crowe,1.0,1,4959,5,
In the Name of the Father,In the Name of the Father,1.0,1,4031,5,
InBev,InBev,1.0,1,4430,5,
Late Antiquity,Western Roman Empire,0.0,0,6849,6,
"Islam, Hinduism, Sikhism, Judaism, and Buddhism","Islam, Hinduism, Sikhism, Judaism and Buddhism",1.0,1,3508,5,
,Chinese Journal of Physics,0.0,0,16318,16,Planner call failed: APITimeoutError: Request timed out.
,United States,0.0,0,29525,29,Planner call failed: APITimeoutError: Request timed out.
"The iBook was the first mass consumer product to offer Wi-Fi connectivity, which Apple branded as AirPort.",Apple,0.1111111111111111,0,3841,5,
Georgia O'Keeffe,Georgia Totto O'Keeffe,0.8,0,4738,5,
,film director.,0.0,0,27323,23,Planner call failed: APITimeoutError: Request timed out.
1959,1959,1.0,1,3508,5,
Yes,yes,1.0,1,6534,9,
William P. Young,William P. Young,1.0,1,10369,11,
,public,0.0,0,10194,12,Planner call failed: APITimeoutError: Request timed out.
David Ignatow,David Ignatow,1.0,1,27316,25,
Cha Tae-hyun,Cha Tae-hyun,1.0,1,6851,9,
"Washington, D.C.","Washington, D.C.",1.0,1,3953,5,
Nas,Nas,1.0,1,3925,5,
South Africa,South Africa,1.0,1,3743,5,
,Roy Spencer,0.0,0,17084,12,Planner call failed: APITimeoutError: Request timed out.
Caleb Shomo,Caleb Joshua Shomo,0.8,0,8818,10,
Mickey Arthur,coached by Mickey Arthur,0.6666666666666666,0,6716,9,
Comedy Central,"Comedy Central named him #83 on the five-part miniseries ""100 Greatest Stand-ups of All Time"" .",0.23529411764705882,0,4140,5,
Brad Pitt,Brad Pitt,1.0,1,3692,5,
Pitcher,pitcher,1.0,1,3507,5,
"No, Melissa is a genus of herbs in the mint family, and Darmera is a genus of flowering plants.",no,0.1,0,7995,9,
United States,American,0.0,0,6348,9,
British Army,the British Army,0.8,0,3501,5,
Rochdale A.F.C.,Rochdale Association Football Club,0.3333333333333333,0,4309,5,
2007,2007,1.0,1,11450,7,
magazine,magazine,1.0,1,6760,9,
,Elizabeth Olsen,0.0,0,16693,13,Planner call failed: APITimeoutError: Request timed out.
Anti,Anti,1.0,1,6914,9,
,Bindy Johal,0.0,0,4015,4,Planner call failed: APITimeoutError: Request timed out.
1,one estate,0.0,0,3597,5,
Marine Corps Air Station Yuma,Marine Corps Air Station Yuma,1.0,1,3788,5,
"2,902,400 square meters","Total space, 2,902,400 square meters",0.7499999999999999,0,7624,6,
,A Charlie Brown Christmas,0.0,0,18669,15,Planner call failed: APITimeoutError: Request timed out.
St. Louis,independent city,0.0,0,5144,5,
,QueerTelevision,0.0,0,23245,19,Planner call failed: APITimeoutError: Request timed out.
Disney's Animal Kingdom,Disney's Animal Kingdom in the Walt Disney World Resort.,0.5,0,7864,9,
Derry,Derry,1.0,1,3813,5,
Tennis player,tennis player,1.0,1,6437,9,
Gillette,Gillette,1.0,1,3623,5,
Philip Seymour Hoffman,Philip Seymour Hoffman,1.0,1,5180,5,
Paradise,Paradise,1.0,1,6986,9,
5 April 1955,5 April 1955,1.0,1,3517,5,
Laveen,"Laveen, Arizona",0.6666666666666666,0,8938,7,
Music industry,musician,0.0,0,6538,9,
,"November 12, 2010",0.0,0,1308,2,Executor failed: APITimeoutError: Request timed out.
Swimming,swimmer,0.0,0,3573,5,
Marloes Coenen,Marloes Coenen,1.0,1,3775,5,
South Korea,South Korean,0.5,0,9772,11,
1999,1999,1.0,1,4025,5,
Queen of Iceland,Queen of Iceland,1.0,1,3935,5,
,based in New York City,0.0,0,23951,24,Planner call failed: APITimeoutError: Request timed out.
tennis players,professional tennis player,0.4,0,7892,9,
United States,United States,1.0,1,6657,9,
"Meena Rana is a famous Uttarakhandi singer known for her Garhwali and Kumaoni music albums, often referred to as the 'Lata Mangeshkar' of Uttarakhand.",famous Uttarakhandi singer,0.2222222222222222,0,3656,5,
New Jersey State Police Museum,New Jersey State Police Museum,1.0,1,3726,5,
Professor Charles Xavier,Professor Charles Xavier,1.0,1,6954,9,
Samuel Alito,Samuel Anthony Alito Jr.,0.6666666666666666,0,7175,9,
Supreme Court of the United States,United States Supreme Court,0.8,0,5968,5,
Yes,yes,1.0,1,9478,10,
2004,2004,1.0,1,3378,5,
the first Jewish woman elected to the U.S. Congress from Nevada,American politician,0.0,0,22427,20,
1668,1668,1.0,1,6323,9,
cock of the game,cock of the game,1.0,1,20906,16,
England and Australia,England and Australia,1.0,1,6687,6,
As You Like It,As You Like It,1.0,1,4340,5,
Coal Creek War,Coal Creek War,1.0,1,3817,5,
energy drink,energy drink,1.0,1,3325,5,
2005,2005,1.0,1,3573,5,
Kurt Russell,Kurt Russell,1.0,1,3744,5,
Dahlonega,Dahlonega,1.0,1,6319,9,
Southern Baptist Convention,The Ethics & Religious Liberty Commission,0.0,0,7568,9,
Physicist and astronaut,physicist and astronaut,1.0,1,6569,9,
Richard 'Darkie' Hutton,Envoy Richard 'Darkie’ Hutton,0.8571428571428571,0,11951,10,
The State of Georgia (Georgia World Congress Center Authority),the State of Georgia as part of the Georgia World Congress Center Authority,0.8181818181818181,0,6273,9,
Two,two,1.0,1,4038,5,
Rob Quist,Robert Ernest Quist,0.4,0,8652,9,
Vienna,born in Austria-Hungary,0.0,0,43923,34,
"January 19, 1954","born January 19, 1954",0.8571428571428571,0,4022,5,
Battle of the Little Bighorn,Battle of the Little Bighorn,1.0,1,4033,5,
Film director,film director,1.0,1,6473,9,
The Falkland Islands Dependencies Survey (FIDS),FIDS,0.2857142857142857,0,3641,5,
Vladislav Galkin,Vladislav Galkin,1.0,1,5654,6,
