prediction,reference,f1,em,tokens_used,num_api_calls,error
,the Sumerians,0.0,0,1758,1,Actor failed: APITimeoutError: Request timed out.
,17%,0.0,0,2467,1,Actor failed: APITimeoutError: Request timed out.
David Boren,David Lyle Boren,0.8,0,4625,5,
"The Thoen Stone is on display at the Adams Museum & House in Deadwood, South Dakota, which is located in **Lawrence County**.",Lawrence County,0.17391304347826084,0,4283,5,
MedStar Washington Hospital Center,MedStar Washington Hospital Center,1.0,1,3604,4,
"294,000","294,000",1.0,1,6155,5,
"Yes, both Wenling and Xinzheng are in China. Wenling is a county-level city in Zhejiang province, and Xinzheng is a county-level city in Henan province.",yes,0.07692307692307693,0,3395,4,
"February 5, 1953","February 5, 1953",1.0,1,5072,5,
,Target Corporation,0.0,0,2859,1,Actor failed: APITimeoutError: Request timed out.
Cheryl Campbell,Cheryl Campbell,1.0,1,5585,5,
Bob Barker,Bob Barker,1.0,1,4013,5,
F.E.A.R. (First Encounter Assault Recon),F.E.A.R.,0.33333333333333337,0,4657,4,
Hustle,Hustle,1.0,1,4679,5,
"The Bass Rock Lighthouse was located on the Bass Rock, next to the remains of **Bass Rock Castle** (specifically, the lighthouse was built using stone from the castle's 13th-century keep).",Tantallon Castle,0.0625,0,5098,5,
The **Exeter Book** (which contains the poem *Widsith*).,Exeter Book,0.4,0,6153,5,
The Desert Fox,the Desert Fox,1.0,1,5193,5,
New Jersey,New Jersey,1.0,1,4152,5,
"""My Own Worst Enemy""",My Own Worst Enemy,1.0,1,3043,4,
1979,1979,1.0,1,4330,5,
"Based on the provided documents, men and women do not compete simultaneously in the same race. However, the **3000 metres steeplechase** is specifically highlighted in the records as having been a men-only event in earlier championships (1999–2004) before a women's event was introduced to equalize the number of competitions.",3000 metres steeplechase,0.11538461538461538,0,13878,6,
Anna Kournikova,Anna Kournikova,1.0,1,4379,4,
Yes,yes,1.0,1,3770,4,
Mary Pierce is older.,Mary Pierce,0.6666666666666666,0,4083,5,
St. Olaf College,St. Olaf College,1.0,1,4161,4,
Jardine Matheson,Jardine Matheson,1.0,1,4075,4,
"No, Robert Fleischman is American, while Jimmy Barnes is Scottish-Australian.",no,0.18181818181818182,0,3312,4,
"Fannie Lee Chaney's son, James Chaney, was born on **May 30, 1943**.","May 30, 1943",0.4,0,4329,5,
1957,1957,1.0,1,12753,10,
,Berlin,0.0,0,848,1,Actor failed: APITimeoutError: Request timed out.
Jimmie Ross,Jimmie Ross,1.0,1,3895,4,
The American Chemical Society,the American Chemical Society,1.0,1,5282,5,
Park Dietz,Park Dietz,1.0,1,4286,4,
Roy Orbison,Roy Orbison,1.0,1,6156,5,
Song of the South,"""Song of the South"".",1.0,1,4618,4,
"Vincent ""Mad Dog"" Coll","Vincent ""Mad Dog"" Coll",1.0,1,4906,5,
"108,249","108,249",1.0,1,4024,5,
1984,1984,1.0,1,4977,5,
Carmina Burana,Carmina Burana,1.0,1,4576,5,
,Michael Dowse,0.0,0,3729,1,Actor failed: APITimeoutError: Request timed out.
Barack Obama,Barack Hussein Obama II,0.6666666666666666,0,2929,4,
"56,551","56,551",1.0,1,5439,5,
Chicago,Chicago,1.0,1,17096,9,
"Yes, both Joseph Roth and Cid Corman were authors. Joseph Roth was an Austrian-Jewish journalist and novelist, best known for *Radetzky March*, while Cid Corman was an American poet, translator, and editor.",yes,0.06060606060606061,0,3743,4,
"The event that Afghanistan competed in for the first time in 2017 was the **2017 Summer Deaflympics**, which was officially known as the **23rd Summer Deaflympics**.",the 23rd Summer Deaflympics,0.2666666666666667,0,5590,5,
Peter Chelsom,Peter Chelsom,1.0,1,4725,4,
"Uniondale, New York","Uniondale, New York",1.0,1,5985,6,
Sinaloa,Sinaloa,1.0,1,10454,6,
2003,2003,1.0,1,3856,4,
"Odysseas Elytis was born first (November 2, 1911), while Cornel West was born on June 2, 1953.",Odysseas Elytis,0.21052631578947367,0,4012,4,
,Argentine,0.0,0,1310,1,Actor failed: APITimeoutError: Request timed out.
Robert E. Howard,Richard Ford,0.0,0,8515,5,
The United States,United States,0.8,0,4771,5,
"The South Korean sitcom is **The Producers** (2015), which starred **IU** (Lee Ji-eun), who began her music career at the age of 15.",The Producers,0.16,0,9179,5,
Saturday Night Live,Saturday Night Live,1.0,1,4040,4,
barnstormer,barnstormer,1.0,1,4738,5,
Saludos Amigos,Saludos Amigos,1.0,1,4525,4,
Chile,Chile,1.0,1,3446,4,
The Institute of Muslim Minority Affairs,Institute of Muslim Minority Affairs,0.9090909090909091,0,5306,4,
Graham Hess,Graham Hess,1.0,1,4892,5,
Mara Santangelo,Mara Santangelo,1.0,1,3607,4,
Martha Coolidge,Martha Coolidge,1.0,1,4158,5,
Panzer,Panzer,1.0,1,5549,4,
"6,960","6,960",1.0,1,4175,5,
"More than 1,600 German scientists, engineers, and technicians were recruited as part of Operation Paperclip.","more than 1,600",0.33333333333333337,0,4397,4,
state capital,state capital,1.0,1,4603,4,
Bhagalpur,Bihar,0.0,0,5729,5,
"The **Meadowbank Gold Mine** is currently more valuable.

According to the available information, the Meadowbank Gold Mine is an active open-pit operation run by Agnico-Eagle Mines, whereas the Temagami-Lorrain Mine is an abandoned site. Active mines possess significant value through production and reserves, while abandoned mines generally do not.",Meadowbank Gold Mine,0.11538461538461538,0,9108,8,
Stuart period,Stuart period,1.0,1,4408,4,
19 miles,19 mi,0.5,0,5510,5,
Don Henley,Donald Hugh Henley,0.4,0,3454,4,
Suffolk County,Suffolk County,1.0,1,4554,5,
Kamal Shalorus,Kamal Shalorus,1.0,1,4058,5,
Rockstar Games,Rockstar Games,1.0,1,5090,4,
Otto Stern,Otto Stern,1.0,1,4865,4,
H. Bruce Humberstone,"H. Bruce ""Lucky"" Humberstone",0.8571428571428571,0,4672,5,
"No, Eatza Pizza was founded in Arizona, while Your Pie was founded in Georgia.",no,0.13333333333333333,0,3239,4,
"Mary Ramsey is younger. She was born on December 24, 1963, while Lee Ranaldo was born on February 3, 1956.",Mary Ramsey,0.18181818181818182,0,3938,4,
1969,1969,1.0,1,4528,5,
R&B,R&B,1.0,1,5961,5,
Mats Hummels,Bayern Munich,0.0,0,11583,5,
22,22,1.0,1,4999,5,
PBS NewsHour,PBS NewsHour,1.0,1,5042,5,
1948,1948,1.0,1,4777,5,
275 years,275 years,1.0,1,4755,5,
M&T Bank Stadium,M&T Bank Stadium,1.0,1,4797,5,
"The actress who played Trudy is Ming-Na Wen, who is **American**.",American,0.16666666666666669,0,5275,5,
La Plaza Mall,La Plaza Mall,1.0,1,4156,4,
Queen Elizabeth II,Queen Elizabeth II,1.0,1,4561,5,
Memphis International Airport,Memphis International Airport,1.0,1,3323,4,
Rickenbacker International Airport,Rickenbacker International Airport,1.0,1,4507,4,
Notre Dame High School,Notre Dame High School,1.0,1,7089,7,
Shrubs,plants,0.0,0,5806,5,
Mums or chrysanths,mums or chrysanths,1.0,1,4789,5,
Alan Menken,Alan Menken,1.0,1,5249,5,
,"Kenneth ""Ken"" Leung",0.0,0,886,1,Actor failed: APITimeoutError: Request timed out.
United States,American,0.0,0,3614,4,
Cybersecurity,cybersecurity,1.0,1,4500,5,
William of Wykeham,William of Wykeham,1.0,1,4411,5,
The Runaway Soldier and the Devil,The Runaway Soldier and the Devil,1.0,1,4812,5,
"The population of Orient, New York, was 743 at the 2010 census.",743,0.15384615384615385,0,3474,4,
Anthony Hopkins and Jessica Lange,Anthony Hopkins and Jessica Lange,1.0,1,3380,4,
August Burns Red,August Burns Red,1.0,1,4605,5,
Virginia Wade,Virginia Wade,1.0,1,3692,4,
1928,1928,1.0,1,4127,5,
American,American,1.0,1,4037,5,
Bankers Life Fieldhouse,Bankers Life Fieldhouse,1.0,1,3666,4,
England,England,1.0,1,4490,5,
Henry Bacon,Henry Bacon,1.0,1,3194,4,
Larry Tanenbaum,Lawrence M. Tanenbaum,0.4,0,2841,4,
"Allan Dwan was born first (April 3, 1885) compared to George Marshall (December 29, 1891).",Allan Dwan,0.23529411764705882,0,3420,4,
6,six,0.0,0,4694,5,
Carlos Bacca,Carlos Arturo Bacca Ahumada,0.6666666666666666,0,4786,5,
Castle Road,Castle Road,1.0,1,4754,4,
Oil of vitriol,oil of vitriol,1.0,1,4216,5,
John Kennedy Toole,John Kennedy Toole,1.0,1,5370,4,
,Northwest Side,0.0,0,1753,1,Actor failed: APITimeoutError: Request timed out.
,"Rockhill Furnace, Pennsylvania",0.0,0,21903,12,Actor failed: APITimeoutError: Request timed out.
Australia,Australia,1.0,1,3398,4,
Aadesh Shrivastava,Aadesh Shrivastava,1.0,1,4469,4,
"No, they are not both actors. Larry Hagman was an actor (as well as a director and producer), but David Gordon Green is a filmmaker known for directing and writing.",no,0.06451612903225806,0,5124,4,
Pirelli World Challenge,Pirelli World Challenge,1.0,1,4806,5,
Frank Darabont,Frank Darabont,1.0,1,3867,4,
Ochagavia,Ochagavia,1.0,1,3380,4,
"Yes, both the Grasshopper and the Sake bomb are types of drinks. The Grasshopper is a sweet, mint-flavored cocktail, while a Sake bomb is a beer cocktail made by dropping a shot of sake into a glass of beer.",yes,0.05,0,3835,4,
Tom Wopat,Tom Wopat,1.0,1,4719,5,
"Kirk Kerkorian was born first (June 6, 1917), while Joe Manganiello was born on December 28, 1976.","Kerkor ""Kirk"" Kerkorian",0.2,0,4220,4,
Showbox,Showbox,1.0,1,4120,5,
Katelyn Tarver,Katelyn Tarver,1.0,1,4298,5,
"The band that wrote ""The Drug in Me Is You"" is Falling in Reverse, which is based in **Las Vegas, Nevada**.","Las Vegas, Nevada",0.25,0,4353,5,
David Ayer,David Ayer,1.0,1,4704,5,
Music Icons,"""Music Icons""",1.0,1,3177,4,
Scott Derrickson,Scott Derrickson,1.0,1,5023,5,
The Neosho River,Neosho River,0.8,0,5590,5,
Julie Cooper,Julie Cooper,1.0,1,8577,6,
$268 million,$268 million,1.0,1,5302,4,
1928,1928,1.0,1,4729,5,
"No, they are not in the same family. **Lysichiton** belongs to the family **Araceae**, while **Ageratum** belongs to the family **Asteraceae**.",no,0.0909090909090909,0,3260,4,
,Sarfarosh,0.0,0,11665,6,Actor failed: APITimeoutError: Request timed out.
Ekaterina Gordeeva,Ekaterina Gordeeva,1.0,1,11195,6,
Texas Tech Red Raiders,Texas Tech Red Raiders,1.0,1,4623,5,
John Layfield (also known as Bradshaw or JBL),John Layfield,0.4,0,4611,5,
Twenty One Pilots,Twenty One Pilots,1.0,1,4514,5,
Reggie Yates,Reggie Yates,1.0,1,4653,4,
Richard Berry,Richard Berry,1.0,1,8283,5,
Prodigy,Prodigy,1.0,1,5018,5,
Palm Desert,"Palm Desert, California",0.8,0,4703,5,
"Based on the provided text, **chlorophyll a2 and b2** are found in *Prochlorococcus* and are essential for its photosynthesis.",Chlorophyll,0.1,0,4166,4,
1786,1786,1.0,1,3859,4,
C. V. Raman,Sir C. V. Raman,0.8571428571428571,0,4122,4,
Owen Wilson,Owen Wilson,1.0,1,4004,4,
Dominic Thiem,Dominic Thiem,1.0,1,9550,5,
The 2010 head coach of the SMU Mustangs football team was June Jones. He currently coaches in the **Canadian Football League (CFL)** (specifically for the Hamilton Tiger-Cats).,Canadian Football League,0.19999999999999998,0,4750,5,
8,eight,0.0,0,4502,5,
Orlando,Orlando,1.0,1,4403,5,
The Chien-gris is the breed that is now extinct.,Chien-gris,0.19999999999999998,0,4508,5,
"The Octopus card was available first. It was launched in September 1997, whereas the Nol Card (likely what is meant by ""No Card"") was released in August 2009.",Octopus card,0.13333333333333333,0,3965,4,
Lest we forget,"""Lest we forget""",1.0,1,3737,4,
"Based on the provided context, the event held at the Pepsi Arena on January 8, 2006, was **New Year's Revolution (2006)**, a pay-per-view event produced by World Wrestling Entertainment (WWE). The text does not specify a particular band's song used as a theme for the event.",Disturbed,0.0,0,7774,4,
1952,1952,1.0,1,5729,6,
Bath,Bath,1.0,1,4548,5,
Enemy of the State,Enemy of the State,1.0,1,4308,4,
University of Toronto,The University of Toronto,0.8571428571428571,0,6308,5,
"The weapon BFG is found in the game **Doom** (and its sequels), which was developed by id Software. It also appears in the **Quake** series, which was also developed by id Software.",Doom,0.06060606060606061,0,6502,6,
,Glassroth v. Moore,0.0,0,1091,1,Actor failed: APITimeoutError: Request timed out.
Memphis,Memphis,1.0,1,4501,5,
Attacking midfielder,attacking midfielder,1.0,1,4777,5,
1892,1892,1.0,1,4589,5,
DreamWorks Animation,DreamWorks Animation,1.0,1,5196,5,
"The venue of *Aloha from Hawaii Via Satellite* (the Honolulu International Center, now the Neal S. Blaisdell Center) was located on the former **Ward Estate**.",Ward Estate,0.14814814814814814,0,5153,5,
"Washington, D.C.","Washington, D.C.",1.0,1,3638,4,
Rhapsody in Blue,Rhapsody in Blue,1.0,1,3965,4,
"Yes, both Patrick White and Katherine Anne Porter were writers. Patrick White was an Australian novelist and playwright, while Katherine Anne Porter was an American novelist and short story writer.",yes,0.06451612903225806,0,3602,4,
John Carney,John Carney,1.0,1,4194,5,
21 Jump Street,21 Jump Street,1.0,1,4939,5,
FX,FX,1.0,1,4509,5,
Domenico Dolce and Stefano Gabbana,Domenico Dolce and Stefano Gabbana.,1.0,1,4146,5,
Syco Music and Columbia Records,Syco Music and Columbia Records,1.0,1,4551,5,
1911,1911,1.0,1,4478,5,
,"Granby, Colorado",0.0,0,4083,1,Actor failed: APITimeoutError: Request timed out.
Niagara County,Niagara County,1.0,1,2867,4,
"Duane Swank received his PhD from Northwestern University, which is located in **Evanston, Illinois**.","Evanston, Illinois",0.25,0,3929,4,
Modern Drummer,Modern Drummer,1.0,1,3827,4,
Tuppence Middleton,Tuppence Middleton,1.0,1,7268,4,
Bands,band,0.0,0,4610,5,
Trevor Knight,Trevor Knight,1.0,1,3933,4,
Brazil,Brazil,1.0,1,5147,5,
Matthew Kelly,Matthew Kelly,1.0,1,5658,5,
Hey Monday,Hey Monday,1.0,1,4309,4,
1999,1999,1.0,1,4778,5,
Slovenia,Slovenia,1.0,1,4607,4,
10 August 1296,10 August 1296,1.0,1,5055,5,
Yes,yes,1.0,1,3559,4,
Ottokar Kernstock,Ottokar Kernstock,1.0,1,6309,4,
Lincoln Barrett,Lincoln Barrett,1.0,1,4990,5,
Square Enix,Square Enix,1.0,1,5603,5,
"167,446","167,446",1.0,1,4334,5,
Drinks (or beverages),drink,0.0,0,3512,4,
"Yes, both Carl Boese and Franco Zeffirelli directed and produced films.",yes,0.16666666666666669,0,3459,4,
,Donald Trump,0.0,0,1533,1,Actor failed: APITimeoutError: Request timed out.
Cornershop,Wiiija,0.0,0,7387,4,
Judson,Judson,1.0,1,5573,5,
Tyndall Air Force Base,Tyndall Air Force Base,1.0,1,5341,4,
Zales,Zale Corporation,0.0,0,4751,5,
1982,1982,1.0,1,5277,5,
Tommy Morrison,Tommy Morrison,1.0,1,6139,4,
Armin van Buuren,Armin van Buuren,1.0,1,4953,5,
The Second City,Second City Theatre,0.6666666666666666,0,5160,5,
Pune,Pune,1.0,1,4870,5,
"David Usher is older. He was born on April 24, 1966, while Vincent Walker was born on March 2, 1980.",David Usher,0.18181818181818182,0,3208,4,
The telenovela that inspired the TV show *Miss XV* (on which the band Eme 15 was formed) is **Quinceañera** (1987).,Quinceañera,0.09523809523809523,0,4533,5,
Bodeco,Andrew Bird,0.0,0,13320,4,
Tennis,tennis,1.0,1,3566,4,
The New Orleans Saints,New Orleans Saints,0.8571428571428571,0,4573,4,
Laura Kirk,Laura Ellen Kirk,0.8,0,5878,6,
The regulatory body is the **German Football Association** (German: *Deutscher Fußball-Bund* or **DFB**).,The DFB Sports Court,0.23529411764705882,0,3963,4,
"Atlanta, Georgia","Atlanta, Georgia",1.0,1,4351,4,
Beyond the Gates of Splendor (released in 2004) was released before Jesus Camp (released in 2006).,Beyond the Gates of Splendor,0.47619047619047616,0,3262,4,
440,440,1.0,1,4622,5,
Hector on Stilts,Hector on Stilts,1.0,1,5946,4,
Democrat,Democrat,1.0,1,3755,4,
A Long Way Home,"""A Long Way Home""",1.0,1,4095,5,
"The species of spruce found in the Rensselaer Plateau is the **Red Spruce** (*Picea rubens*). It is native to **eastern North America**, ranging from eastern Quebec to Nova Scotia, and from New England south through the Adirondack Mountains and Appalachians to western North Carolina.",eastern North America,0.1276595744680851,0,5031,5,
United States,American,0.0,0,3623,4,
Brandon Tartikoff,Brandon Tartikoff,1.0,1,5871,5,
"Yarmouth, Maine","Yarmouth, Maine",1.0,1,4491,5,
"No, Nasdaq, Inc. and Citrix Systems do not cater to the same customer bases. Citrix Systems provides IT infrastructure solutions such as server, application, and desktop virtualization, networking, and cloud computing technologies, primarily serving businesses and organizations. In contrast, Nasdaq, Inc. is a financial services corporation that operates stock markets, serving financial institutions, investors, and companies seeking to list on exchanges.",no,0.03225806451612903,0,4238,4,
"7,585","7,585",1.0,1,4220,5,
"Tess Asplund fought against the **Nordic Resistance Movement**, a Neo-Nazi organization that exists in **Sweden**, **Finland**, and **Norway** (and formerly had a branch in **Denmark**).","Sweden, Finland, and Norway",0.2758620689655173,0,5071,5,
Affirmative action,Affirmative action,1.0,1,3685,4,
La Fea Más Bella,La Fea Mas Bella,0.75,0,4761,5,
"No. While *Welcome to Durham, USA* is a documentary about gang violence in Durham, North Carolina, *The Agronomist* is a documentary about Jean Dominique and independent radio in Haiti.",no,0.06666666666666667,0,3369,4,
"No, they do not share the same nationality. Chris Carter is American, while Theo van Gogh was Dutch.",no,0.10526315789473684,0,3537,4,
Catherine Deneuve,Catherine Deneuve,1.0,1,4697,5,
Desiderata,Desiderata,1.0,1,4427,4,
Flowering plants,flowering plants,1.0,1,4217,5,
$1.7 billion,$1.7 billion,1.0,1,3157,4,
,And There's More,0.0,0,8745,5,Actor failed: APITimeoutError: Request timed out.
Royal Opera House,The Royal Opera House,0.8571428571428571,0,4273,4,
Teeth,Teeth,1.0,1,4213,5,
The Wichita City Carnegie Library Building,Wichita City Carnegie Library Building,0.9090909090909091,0,4144,4,
William T. Anderson,William T. Anderson,1.0,1,3098,4,
Liverpool F.C.,Liverpool Football Club,0.4,0,5335,5,
Film director,film director,1.0,1,3277,4,
"The record producer who produced *Love Has Come for You* is Peter Asher, who was born on **June 22, 1944**.",22 June 1944,0.2608695652173913,0,4630,5,
10,ten weeks,0.0,0,4544,5,
Pride Divide,Pride Divide,1.0,1,4401,5,
Ridley Scott,Ridley Scott,1.0,1,4651,5,
"Colbie Caillat won a Grammy for Taylor Swift's **second** album, *Fearless* (specifically for Album of the Year).",second,0.1111111111111111,0,4980,4,
Martin Heidegger,Martin Heidegger,1.0,1,3375,4,
"No, Thums Up is based in India, while Mott's is based in the United States.",no,0.125,0,3832,4,
Fir,Firs,0.0,0,3339,4,
The Ice King,Ice King,0.8,0,4525,4,
1950,1950,1.0,1,4566,5,
Carsten Olsen was employed at the **Carlsberg Laboratory** as an assistant to S. P. L. Sørensen.,Carlsberg Laboratory,0.2222222222222222,0,4098,4,
American,American,1.0,1,4049,5,
Mercedes-Benz,Smart,0.0,0,3195,4,
Deadpool 2,Deadpool 2,1.0,1,3739,4,
South Park,South Park,1.0,1,6434,4,
A. J. McClung Memorial Stadium,J. McClung Memorial Stadium,0.888888888888889,0,4844,5,
"No, only Juniper belongs to the cypress family Cupressaceae; Indigofera belongs to the legume family Fabaceae.",no,0.11764705882352941,0,3499,4,
Javier Sotomayor,Javier Sotomayor,1.0,1,3755,4,
Alex Cox,"Alexander ""Alex"" Cox",0.8,0,4624,5,
4,four,0.0,0,5373,5,
Elizabeth Smylie,Elizabeth Smylie,1.0,1,3911,4,
"39,134","39,134",1.0,1,4272,5,
1928,1928,1.0,1,6020,5,
William Grant Still,William Grant Still,1.0,1,4248,4,
Filmmaker (or film director),director,0.4,0,3816,4,
Pro Wrestling Fujiwara Gumi,Pro Wrestling Fujiwara Group,0.75,0,10011,6,
Ngangkiparri,Ngangkiparri,1.0,1,4248,5,
The Awakening,The Awakening,1.0,1,7728,8,
"Yes, both Kelly Jones and Martha Reeves are singers. Martha Reeves is an American R&B and pop singer best known as the lead singer of Martha Reeves and the Vandellas, while Kelly Jones is a Welsh singer-songwriter and the lead singer of the band Stereophonics.",yes,0.04347826086956522,0,4116,4,
Cleveland Browns,Cleveland Browns,1.0,1,3277,4,
Francesco Baracca,Count Francesco Baracca,0.8,0,4129,5,
,Southern Baptist Theological Seminary,0.0,0,2180,1,Actor failed: APITimeoutError: Request timed out.
Wadia Group,Wadia Group,1.0,1,6282,5,
October 2001,October 2001,1.0,1,6010,5,
"The Mid Wirral Motorway (M53) is located in the suburb of Westminster (in Ellesmere Port), which is known for its **terraced houses** and the **Joseph Groome Towers** (three thirteen-storey tower blocks).",Joseph Groome Towers,0.17647058823529413,0,7976,6,
"The suicide attack located inside Forward Operating Base Chapman was the **Camp Chapman attack** (also known as the **2009 Camp Chapman bombing**), which occurred on December 30, 2009.",Camp Chapman attack,0.19354838709677416,0,3644,4,
Vladislav Lantratov,Vladislav Lantratov,1.0,1,5600,4,
1626,1626,1.0,1,4367,4,
"The pop singer in the lead role in ""Tere Bin Laden"" is Ali Zafar, who has received **five** Lux Style Awards.",five,0.0909090909090909,0,4612,5,
Microsoft Studios,Microsoft Studios,1.0,1,4613,5,
,Ulster,0.0,0,1182,1,Actor failed: APITimeoutError: Request timed out.
Rosemary Sutcliff,Rosemary Sutcliff,1.0,1,10254,6,
The Usual Suspects,The Usual Suspects,1.0,1,4887,5,
1995,1995,1.0,1,3029,4,
Caltech,Caltech,1.0,1,4870,5,
U.S. Route 51,U.S. Route 51,1.0,1,3536,4,
51 Birch Street,51 Birch Street,1.0,1,3159,4,
1967,1967,1.0,1,4017,4,
Harry Doyle,Harry Doyle,1.0,1,4347,4,
Documentary,documentary,1.0,1,3750,4,
Béla Bartók,Béla Viktor János Bartók,0.6666666666666666,0,3478,4,
Tony Rice,Tony Rice,1.0,1,4298,4,
2001,2001,1.0,1,7827,5,
Sidney Hall,Sidney Hall,1.0,1,6572,6,
"The London Connection was released first (1979), while Roving Mars was released in 2006.",The London Connection,0.35294117647058826,0,5093,4,
"Seth Rogen, who starred in *Knocked Up* and is also a filmmaker, holds **American-Canadian** dual nationality.",American-Canadian,0.11764705882352941,0,4078,4,
Charleston,Charleston,1.0,1,3948,5,
California,California,1.0,1,3059,4,
China,China,1.0,1,3483,4,
Micromeria,Micromeria,1.0,1,3873,4,
"No, San Diego International Airport is located in California, while McCarran International Airport is located in Nevada.",no,0.1111111111111111,0,3396,4,
The New York Times,The New York Times,1.0,1,4316,5,
"1,200","1,200",1.0,1,4855,5,
2006,2006,1.0,1,3296,4,
Belgrade,Belgrade,1.0,1,4073,5,
1989,1989,1.0,1,5053,5,
The United States Department of Health and Human Services,the United States Department of Health and Human Services,1.0,1,4261,5,
Pan-Africanism,Pan-Africanism,1.0,1,4027,4,
"May 16, 1947","May 16, 1947",1.0,1,4910,5,
"The actress who plays Amber in ""The Old Guys"" is Katherine Parkinson. She received a BAFTA TV Award in 2014 for her role in **The IT Crowd**.","""The IT Crowd""",0.19999999999999998,0,4780,5,
Bella,Bella,1.0,1,3088,4,
Rock,Rock,1.0,1,3998,4,
Tina Turner,Tina Turner,1.0,1,4194,4,
"Yes, both Mary Doria Russell and James Joyce are novelists.",yes,0.18181818181818182,0,3902,4,
,Oleg Menshikov,0.0,0,1973,1,Actor failed: APITimeoutError: Request timed out.
"The English disc jockey who hosted ""The Voice UK"" is Marvin Humes, who was born on **18 March 1985**.",18 March 1985,0.2727272727272727,0,5162,5,
Requiem in White,Requiem in White,1.0,1,4860,5,
1879,1879,1.0,1,4568,5,
"Irvine, California","Irvine, California",1.0,1,4670,5,
Sports Illustrated,Sports Illustrated,1.0,1,4910,5,
8,eight,0.0,0,3644,4,
"The Jargon Society published books by **Louis Zukofsky**, who was the founder and primary theorist of the **Objectivist group of poets** (or **Objectivists**).",Objectivist,0.08333333333333333,0,7679,6,
Credit Union Christmas Pageant,Credit Union Christmas Pageant,1.0,1,4485,5,
Guy Ritchie,Guy Ritchie,1.0,1,3020,4,
Football,football,1.0,1,3393,4,
